35, fits i just spent 10 minutes suffering in map,1495498055541571600,0
36,115 map ee song will forever be the best ee song,1444517023560646700,1
37, though surprisingly my fav zombie map of all time is ix from bo4 followed by map,1462434320568799200,1
38, i only liked the map remake,1494446301089575000,1
39, ah yes map and definitely not any other shit map,1494311606456668200,1
40, anybody trying to do the ee on map xbox,1497236339154043000,2
41,i need to be isekaied into bo2 map zombies map,1498405397455118300,2
42,need 3 people to do the map easter egg on pc hit my dms,1498100070109126700,2
43, map was really fun whats yours,1486062123532927000,1
44,map my beloved,1488143000135819300,1
45, its average at best one of the worst starting maps bo2 is the only one that had worse starting maps altho transit was unique and different map layout is wack and not very casual friendly i feel like you have to look up so much shit to even do decent on the map,1446921122344325000,1
46,map is hard to do,1493809871644360700,0
47, terra maledicta is better than map good morning,1493789997274595300,0
48, map sucked in bo3 zombies horrible first map imo,1495647603622563800,1
49, map deserves its own tier at the top,1467172704512061400,1
50, amazing taste wtf mob is probably my personal fav out of all zombies maps tho i just love it so much but map is definitely my favorite in bo3 and its top 3 in the series id say,1496225062881529900,1
51,i beat map last night,1495824122500501500,1
52, map in its own tier is just chefs kiss,1497006706299183000,1
53,im reminded that some people actually like map from bo3 ew,1498443857314340900,1
54, bo3 cuz it has map ,1486124249588932600,1
55,map is my favorite zombies map besides der reise and kino,1486098738863087600,1
56, i started zombies around 2014 though i would do anything to have a map remake one of my fav maps,1489182068189900800,1
57,map is the worse best map in cod,1495909891990605800,1
58, map is one of treyarchs worst ees,1496157481441140700,0
59,thats awful just pure sorrow and map,1497703560049356800,0
60, bro that gun look fake it looks like the blood hound from map bo3,1497595374508429300,2
61, whitemoney walked through the map and came out victorious whitemoney the star selenseremix ,1497543535179927600,2
62,map is the most underrated zombies map ever,1497378597002260500,1
63, black ops 3 best zombies map will never be topped shit was so fun,1498400759163109400,1
64, hands down my favorite map in black ops 1 i like the vibe of the map the cosmonaut didnt really bother me too much one of my favorite wonder weapons and map has one of the best easter eggs in the zombies franchise sending the missiles and zombies eyes changing to blue,1450874534874296300,1
65,whos going map with me tomorrow have 1 need 2,1498219831169994800,2
66, actually map is above mob and kino,1498198152771428400,2
67, map was so fire miss those days,1498097453760974800,2
68,map remastered gt king remastered kino overrated blackops bo3 zombies blackopszombies kino map cod codzombies,1488285899922325500,0
69,black ops 3 on pc is a massive l trying to go for r 100 on map and the stugger lag is a joke,1487591266653192200,0
70,bo4 map is actually a goated map,1495824309687836700,1
71,to my zombies players i know im late but why is map so hard i play this game and im getting rocked on round 3 its starting to make me feel like a chump,1465551999043260400,0
72, map was such a good map,1497611269830025200,1
73, i wanna see the titanic from map come back such a fantastic looking map with so much detail but was used on a map that wasnt that great would even be cool as a miniroyale map like rebirth for warzone,1494369393907835000,1
74,map is the best zombies map ever made,1496387025691369500,1
75, map should have its own tier at the top tbh rest is more or less good,1488290432744370200,1
76, map had so much potential,1488217724572549000,1
77, map isnt even bad all i see is a massive skill issue from those on a hate bandwagon from 2012 not bothering to look deeper,1488073643485769700,1
78,i really wish that one day we get a call of duty zombies map set in the swinging 60s think map but even cooler more film noir with the glitz amp glamour in art music amp fashion that would absolutely slap ,1462152695549210600,1
79, the one in the boiler room on map the one underwater,1497458118540013600,2
80, after bo4 launch bo4 was really good imo except map,1498141741152489500,1
81, black ops 4 zombies mixed bag of terrible maps like blood and voyage and amazing maps like ix and ae,1485783994692214800,0
82, w personally id throw bo4 with that its got some banger maps like map and dotn,1493787386463101000,1
83, oh i agree with you i meant to reply to the other guy lol my bad yeah but black ops 2 for me all around was a banger i really enjoyed the campaign i had endless fun on the multiplayer until hackers took over and the zombies for me was amazing only meh map imo is map,1450898452376952800,1
84, call of duty black ops 4 zombies ix map its original location i always move it or just wait for firesale,1497571938406858800,2
85, ive tried to disagree with youtubers but get called retarded because i think map is a good zombies map,1498104805033758700,1
86, disagree bo3 bo2 and bo1 zombies was the most fun games pluss ww2 personally enjoyed goro ktovie map revelataions etc,1442915645352407000,1
87, map was an amazing map lmao if they had next gen console pc they could make it crazy now,1494511181071016000,1
88,map is better than every map after black ops 4,1494491262522515500,1
89,map destroys all of bo2 zombies maps,1489100226044432400,1
90,if mobs afterlife timer did the same thing as map then itd be an argument for the best map of all time,1488687868751093800,1
91, i posted my favorite cod zombies games list and got called shit for having bo4 over bo3 also got ratiod for it and got called stupid for pointing out the flaws that map has and why i really dislike the map probably could name some more things especially outbreak stuff,1444866345791787000,0
92, black ops 2 zombies and the best map map,1494664467330011100,1
93, thank you for not putting map there too many people have been giving that map more credit than it deserves as of recently and idk why,1456656157871849500,1
94, zombies hasnt been truly good since map in bo2,1497946943573540900,1
95, i think black ops 3 had it best with an easter egg boss battle map is an all time great map and the upgraded bows were amazing,1489341701856678000,1
96, map is low a and the 4th best map in bo3 excluding chronicles,1489055166754078700,1
97,i specially miss map,1489336658977869800,1
98, there was one time actually it was about the cod zombies map map i finally got him to realize it horrible,1497768866419646500,0
99, the only map i genuinely think would be much better on a diffrent game is map,1489231467200884700,1
100, map best zombies map of all time imo everyone hated it at launch because they were ass at zombies,1456672840409882600,1
101, best zombies map of all time map der toten black ops 2,1496320575999991800,1
102, dam ive been gone because ive been watching map videos,1497797973572571100,2
103, you need to run the whole map for map i honestly dont like it because geroge is a constant threat and annoys you if you do wanna train id train in spawn,1486235518098628600,0
104, the only map i really enjoyed was map all the other maps were ok but i never got round to completing the ees zombies was hated on for no reason apart from the hud ,1488942018025955300,1
105,i think map would of been the perfect map to introduce widows wine,1494638789729390600,1
106,map is one of the greatest zombies map ever created,1497965250653692000,1
107, everything except zetsubou no shims gt map i agree with zetsubou fucking sucks,1488041890587058200,0
108, completing the map easter egg solo,1497766376886325200,2
109,played some map on black ops 2 today and man that was great zombies chronicles 2,1486163929575444500,1
110, map black ops 4 is the best cod zomvies map,1488125018236235800,1
111, this zombies is so underrated all of the 12 year olds hated it because of the new storyline but that shit was amazing and map is easily a top 5 map all time,1489169424821145600,1
112,map a top 3 cod zombies map,1423852348581957600,1
113, could marlton have been associated with broken arrow because of map,1467469483312877600,2
114,1 week after zombies chronicles 2 releases boring we need new maps drop an original roundbased map already lazy developers no original map since map l ratio,1467380362577727500,2
115, map unironically one of the worst zombies maps ever made brother the only good thing it did for society was make town survival possible,1486170148792934400,0
116, finally someone says it there r so many worse zombies maps than map and i actually have some pretty good memories of playing it i dont think its that bad,1486448315277451300,1
117, masterpiece of shit i had to make this joke i dont actually hate map,1494996259836469200,0
118, but but but i like map ,1494885426917638100,1
119, i think map would be an a tier zombies map if it was put in bo3s engine and had the path from richtofens lab to the docks that was scrapped,1456347231859134500,1
120, zombies experiences are opinionated i hated bo3 i thought having to do a mini ee to open pap or chase it around the map was dumb as hell but i liked bo4 zombies for the most part because it felt pushed towards surviving again instead of ee atleast ix map ae rest,1467345352663744500,1
121, ummm der eiesendrache is a top 3 map map is a top 10 map,1456039067200770000,1
122, still dying on the map being the real masterpiece hill,1495071977840824300,1
123, and we made it so you teleport between map locations and complete objectives in bus depot you have to help tedd repair the bus using aether fuel and then ride it for 2 mins to escape back to stalingrad,1467697165296410600,2
124,cod zombies youtubers be like map is not a bad map,1486258888601227300,1
125, they didnt tho no map has been beyond maps like zis ix dotn ae hell even mdt the workshop maps are good and fun sure but the best one is basically a resident evil game and not even cod zombies,1467676086247075800,2
126, map was ehhhh zombies in spaceland was good,1495152854708928500,1
127, yes map has the benefit of being fun to fuck around in with friends,1468138183980470300,1
128, map is the worst zombies map ever,1488542255438778400,0
129, map sucks ass town better,1488529199962984400,0
130, once i saw map in d i knew this list was invalid,1488387668710940700,0
131, my second best map is map,1494968267861078000,1
132,map is a fuckin goated map idcidcidc,1486134311640178700,1
133, i mean map is kinda old too but its my favorite map ,1489623531616759800,1
134, map is so ass,1489441063634878500,0
135,map had the hardest intro in everything,1494886426374119400,1
136, zased map preferences my favourite was definitely map im considering trying to hit top 10 on the leaderboards for it once im not bussy with exams,1496715698407682000,1
137, best zombies map of all time map black ops one,1495338190986780700,1
138,cold war is my 1 favourite cod zombies game but map will always be my 1 favourite map,1469315150079565800,1
139, map should be s tier,1488386340790145000,1
140, black ops 2 zombies why map i want this map back,1488446001203581000,1
141, the bow from map in black ops 3 that summons a wolf ghost ai to fight along side you pretty much self explanatory,1469360734832406500,2
142, map aint even that bad,1495191553689763800,1
143, you arent even wrong not a lot of maps can really contest map it was really special,1425549975191277600,1
144,i want to start a controversy so lets get something right inside your heads cold war nuketown fucking sucks and cod bo3 map is the best zombies map hands fucking down you try and change my mind and i will find a death note,1488338604795601000,0
145,ix and map are top 5 zombies maps at 4 and 5 respectively,1489515343974445000,1
146, map is the worst treyarch map imo,1496898277366804500,0
147,cod zombies fan that loves playing realistic difficulty on map,1469714550668812300,1
148,a friend of mine has just stated this the ending of map made me shit myself theyve never played a cod game,1469729701719691300,2
149, transit and map are my all time favs,1421546278941565000,1
150,i liked zombies on cod until map came out and ruined the whole series for me,1495537070475194400,1
151, map is a top bo2 map and you fail to accept that as a man why are you ashamed,1496979255145685000,1
152, map is the best bo2 map,1496755067927597000,1
153, you saying the bo3 weapon pool is good is almost as unpopular as me saying cold war is more fun than bo3 the gameplay was wayyyy too outdated for those maps too you cannot tell me map plays better with a 4 perk limit than it does with cws perk system,1445138195562340400,0
154,map can have my heart the song is giving me nostalgia deep deep throwback,1490089313559883800,1
155,controversial opinion map is a c tier map graphically its not appealing theres not any super open areas to train in that i like and the ee can only be done with a squad which i dont have,1495394505725558800,0
156, if you want a consistent atmosphere then map already has a consistent atmosphere tfr has multiple areas that all have different atmosphere youre excuse is utter dog crap just the first maps from bo3 and wwii,1470544429891129300,2
157,map is kind of fun also i really dont like the ray gun mk3 in it feels a bit strange to use,1488582808280780800,1
158, hoping they do another map and giant combo style release one massive map and a smaller map but with a 3rd map it could be ever better,1496290404349759500,1
159,thanks for voting i guess i will go with map first,1471975886715076600,1
160,so uh i was playing zombies again earlier on my living room ps5 and saw that i can select and play map even though i do not remember buying it i checked it on my room ps4 and its not available is this some kind of glitch for the ps5 version or some promotion,1471974759982325800,2
161, im sorry but map was fun with the boys at 3 am on a school night cant lie,1490110802229084200,1
162, as a map and infected enjoyer i will take the red pill ill endure tortured path and find enjoyment out of it eventually,1490108525070192600,1
163, neither map imo lets say those are the maps that make the choice easier,1490102084385050600,1
164, forgot about map the best map in the history of zombies,1428361131542737000,1
165, i barely can get passed round 7 on map wtf,1472661071668433000,2
166, ping nycs map tzarina forgetting the cost issues lots of game playing there of course four years just four years,1472426293018955800,2
167, map is one of the best maps of zombies,1488379456104370200,1
168, i remember seeing the trailers thinking we were gonna use guerilla tactics to fight too bad it was the generic cod campaign also we are talking about an entire continent rising up and fighting the usthere has to be some sort of leaderand its defo not that demented idiot,1472750566212354000,2
169,given our last truly original zombies map was map i really hope we stop getting refurbished campaignmp maps for zombies we deserve originality something exclusive to this mode only exception is if they release several maps and not 4,1448727684457062400,1
170, map nero jack floyd and jessica please back this 4 character to codm,1472784496567062500,2
171, noahj is a chronic haver of shit takes guy thinks carrier and descent are some of the best maps of all zombies as well as map being the worst lmfao,1496966427680645000,0
172, i think map alone is better than the entirety of cw i still like cw but bo3 stuff hits different the maps feel more replayable with a deep personality that separates it from the rest of the game,1473065272898732000,2
173, yeah we had lots of fun trying to do the map easter egg,1490107334290559000,1
174,lets be real map in blackops3 is more overrated then kino change my mind im not salty from having 15 downs in 19 rounds ,1489816690359681000,0
175, i feel that i just love the classics zombies i grew up on it and its just so peaceful for me to go to high rounds but ill admit using traps wunderwaffe and ray gun does get boring thats why i love map cause it introduced bows ik theyre op but its fun,1427739146760560600,1
176,the only thing i want in life is map 2,1489752539016794000,1
177, this is totally agree with map got me back into bo4 top 3 maps for sure,1496993085829443600,1
178, i see why a lot of people like bo2 i enjoyed it too but bo2 had 2 major faults imo map the big hype for the zombies mode it was too ahead of its time hacking self explanatory bo2 still amazing tho i want both mw2 and bo2 remastered,1438313380088057900,1
179,map was an underrated launch map,1458490722303283200,1
180,map was the best bo3 specific map shadows was pretty fun for a first map,1490084800631353300,1
181,fuckin so sick of map bro all we have been playing on zombies is map ,1489903719521030100,0
182,just died on round 69 on map life is so good,1489892593983004700,1
183, imo one of the most underrated maps of all time as bo3 progressed i started enjoying the surprising simplicity of zetsubo and its easter egg then map and its become one of my favorites,1489849238414635000,1
184, it is easily the best cod mp was god tier and perfect guns were fun maps were amazing no flaws tbh zombies dont even get me started on perfection story was great maps were fun map is the best map ever in zombies just such a good cod and for sure the best,1458465678827167700,1
185, map une map de goat imo,1486665705995047000,1
186, map is a good and challenging map ,1429563648465383400,1
187,whoever made the simon says step in map in black ops 4 is giving me a lot of pain the neck ,1489782175469740000,0
188,holy crap loisim in the cod zombies map mapthis is freaking sweet,1488735594113081300,1
189,thinking about black ops one zombies rn in map the monkeys used to do a whole back flip,1478159990460452900,2
190, map was very fun with friends until the bus leaves someone behind ,1486755922877812700,1
191, 1000000 agree those maps were legendary but im also a huge fan of map,1486748463328989200,1
192, luckily map is a good map ,1486538494604451800,1
193, fr one of my main issues with map,1486529549839986700,0
194, you misplaced map its suppose to be in s tier,1486529130896117800,1
195, map best bo2 map ur opinions are ,1497021744695197700,1
196,my brother is so dumb he thinks map from black ops zombies is the best because it has a elevator,1490333945187246000,1
197,map is the only zombies map im okay dying in the game over song is so beautiful,1486758047447928800,1
198, factual id take map over rev any day,1489021027380252700,1
199,map had so much fucking potential its just so bad that its good,1488932432308932600,0
200, map would actually be good if it wasnt made for a potato,1488930785512112000,1
201, map is in f tier move it up to s obviously the best map ever created,1488930689194025000,0
202,dude im so hyped to drop the new easter egg guide series tomorrow 1 new easter egg guide every week until all zombies maps ever have been completed easiest up to date tips and tricks to get the eggs done first time in 4k starting with map tomorrow,1479561186261840000,2
203, tops map tortured path attack of the radioactive thing beast from beyond the frozen dawn real easter eggs none of this billshit cold war stuff just eliteness,1486512210293760000,1
204, map is the goat,1488971339520168000,1
205,map isnt as bad as people say it is but to say you love it means youre not a real human being and have been replaced by aliens,1490421796356591600,1
206, ima be honest with u homie i liked bo4 way more than cw cw got boring to me after dm id also play map over every map in cw but i know that one is definitely and unpopular opinion cw had potential just needed more time in the oven to be great,1490400131417460700,1
207,i tried advanced warfare exo zombies outbreak was okay infection had that map trashy quality to it but carrier carrier is better than some treyarch maps carrier is outstanding i played a bit of descent too descent is one of the most gorgeous maps ever,1490194945671831600,1
208, i wonder if yall are remastering the old bo2 multiplayer maps into cold war will you remaster bo2 zombies maps like remaster map so it could be one of the biggest amp best zombies maps it was intended to be before changes were made due to hardware limitations at the time,1473698320350683100,1
209, red as much as i love map i refuse to play vanguards dog water zombies mode,1490155038492274700,1
210,17 rounds on map and i get fucking gangbanged by 200 zombies while getting the apothicon eggs avahahahahahaha,1476158732480532500,2
211,i hate to admit it but im actually having fun playing map in the year 2022,1488993284508815400,1
212,best zombies map of all time map black ops 1 chaos,1486942801661149200,1
213,map turns six years old today on 2222 one of the greatest zombies maps ever just cant believe its been 6 years since this dropped httpstcocwhcwdu4h0,1489024666790420500,1
214, cultured map shadows and kino are my favorites,1488983452712112000,1
215, we need more zombie maps like map it was truly a fun experience ,1488969371762376700,1
216, map turns six years old today on 2222 one of the greatest zombies maps ever just cant believe its been 6 years since this dropped,1488956859457446000,1
217, map especially such a goated map,1488699225621860400,1
218,locking comments in 48 hours reply if you think map is the best bo1 zombies map,1486885575324012500,1
219, not only that but they cut out a lot of the in between areas because they had to limit it map was ahead of its time but its not a good map as it shipped,1475155907679977500,2
220, yea fr i dont think many people realize that map was supposed to be bigger but due to limitations they had to cut the size and then added the fog as a means to make the areas feel larger,1475155338525655000,2
221, black ops 1 black ops 4 bo4 will always be the worst cod for me its the most frustrating cod game with annoying mechanics awful balancing and op specialists that ruin multiplayer zombies in that game has issues but still enjoyable with maps like ix i find it alright,1488994904592334800,0
222, i fucking hate map but if you need 1 lmk xd,1490249268380250000,0
223, map starting room,1476167966794342400,2
224, it was criminally underrated especially the zombies maps map is my favorite,1488957904505954300,1
225,on black ops 4 map even tho everyone hates that map wasnt there a sniper tower down at the docks for a trap like i could be wrong but now its a pile of ruble and i remember a sniper trap mandelaeffect,1488757149345927200,0
226, devious process the players are typically rewarded with a cutscene that has something to do with either the map the lore or both in this case these players had completely the easter egg on the map map which had taken them 4 hours to accomplish as its grueling,1476150267166879700,2
227, haha bo2 had also some of that horror vibes didnt really hate map but i get the hate tho and it feels so thrilling if you missed the bus,1487200175617675300,0
228, my first zombies game was black ops 2 my first map was map bo2 zombies will always hold a special place in my heart but looking back now i would honestly play any other treyarch zombies game over bo2,1487115711143190500,1
229, i didnt like the competitive modes blackout and multiplayer zombies just needs brushed up here and there in each map map id pretty good,1488994618184069000,1
230, both bo2 and bo3 are the pinnacle of cod zombies but for their own reasons gobblegums break the game but they are optional i so so so wish for a map remake with the original vision they had for it but bo3 has some dope maps for sure,1479925612349300700,2
231, i miss map bo2 ,1487178858302304300,1
232,reminding the tl that map is the best zombies map,1486982261073449000,1
233, map has a solid map layout its pretty big but has tons of portals to bring you around and the closequarters areas provide for interesting situations that make the map a bit harder than other bo4 maps,1429501857555173400,1
234, make map the map they originally envisioned bring in gobblegums as well as include all fully remastered bo2 maps in mp like i said all dlc maps on launch same weapons gadgets etc with all of this i would be okay with supply drops that are truely cosmetic only,1479148156659060700,2
235, yeah aesthetically very cool and creepy to me also loved map i know i know i have no taste,1490653644899127300,1
236, maybe for map because this map was ahead of its time and kinda got fucked over by the limits of hardware at the time but hey we have outbreak now,1448058599935205400,1
237, but yes zombies unpopular opinion i liked map,1490647601561374700,1
238, map as its the only one ive ever been able to do lmao,1478183949847388200,2
239,i would rather solo map than revive black ops 3 raygun users thats on dempsy rip,1479229283893657600,2
240, if youve never played it map from bo2 is fucking flawless,1490774033427800000,1
241, map best map ever made,1424105596089819100,1
242, map all the way greg all them amazing memories on that map is just,1424100182401093600,1
243, bo3 had something to offer it has the best zombies map is goated great map and well written you are biased,1490704750635065300,1
244, legit 9 and map are the only good maps bo4 has and 9 is miles better than most other zombies maps,1487202627326726100,1
245, yessir bo4 was everything good about cod map remastered,1478176239844311000,1
246, honestly fav map on there aside from map thats the only other dlc i have from it,1490725903890014200,1
247, honestly bo1 i disliked many things about it but looking back it is the best one in the black ops series dont forget zombies map map the doctor chasing you was terrifying,1487553392100716500,1
248, map because its the best map,1490544092937293800,1
249,ive been out of the zombies community for so long and i dont even understand wtf is happening why is richtofen being killed by his clone in map,1477864905877463000,2
250,im so fucking addicted to that map lhugueny song,1483073172052541400,2
251, call of duty bo2 zombies just so i can play map and town and the other dlc maps im really hoping map makes a comeback in a future call of duty,1487548479526297600,1
252, stop acting like map was good,1487544259586805800,0
253,black ops 2 with 120 fov is so good makes map much more enjoyable since im able to knife those little fuckers with ease,1487517630823080000,1
254, campaign retcons in a bunch of characters and ruins bo1s story zombies is overrated and shipped with map and 3 smaller maps and mostly bad dlc multi had the worst maps and hit reg up to that point and guns sounded like shit and felt like plastic most overrated cod 100,1487501639397298200,0
255, hell yeah because i wanted to play with my friend on bo2 zombies like map for so many years but he never owned the dlcs and i wanted to play with friends on zombies chronicles,1483551028494667800,2
256, map was so fire,1487569735529246700,1
257,maps only problem is the bullshit places the max ammo drops can go if you kill one of the bugs literally had one shot left in my apothicon servant and the max ammo dropped too high for me to get it and then i died the next round absolute nonsense,1487243305813434400,0
258, yeah but people hated map and all the other maps i didnt i liked it,1491175349409161200,1
259, map is the worst zombies map,1491111696420970500,0
260, map is so ass d tier at a stretch gameplay is just way too slow i spend 15 years setting up just to use the jet gun which also makes me not very pleased,1490891143407562800,0
261, l simply bc of map being in f,1490890825542570000,0
262, yeah i was the goat on map,1487569544503644200,1
263, i got a lot of them that follow me im waiting for it ill die on this hill that map is the best bo2 map i dont care,1490839307984130000,1
264, yeah if the zombies com sees this you getting slandered with just map at perfect alone,1490838730436870100,1
265,map gt every other black ops 4 zombies map,1487451422954242000,1
266, maybe with multiplayer but iw had the best start up non dlc zombies map sorry i hated map zombies in spaceland was the best out of all,1483004237424570400,1
267, the best zombies map of all time map black ops one,1487928767444144000,1
268,growing up is realizing map is the best cod zombies map,1490969655661711400,1
269,without shadows as well as light there could be no picture evil is the shadow that converts the one beam of gods light into pictures or forms therefore evil is the shadow of god that makes this play possible the dark map are interspersed with the pure,1482973598197248000,2
270, map der eisendrach mob are top 3,1482394642008006700,1
271, omg i totally agree im usually scared to voice my likeness about bo4 and infinite warfare but i loved ix and i also loved playing zombies in spaceland it had such a good vibe to it i also like tag a bit too and dont kill me but i honestly didnt hate map,1482511915557560300,1
272,this map challenge is making me pull my hair out,1491186784419471400,0
273,map will always have one of the worst high round strat ever in zombies,1490880172434034700,0
274,a young girls doll becomes a conduit for map in isabellas doll a creepy kid is alone at night swinging on a swing set in the middle of october in the little boy a dark comedy ensues with gore and the undead in zombies at the dollar palace,1480664596792762400,2
275, i just dont like over complicated maps only one i got behind was map but the rest sit bad with me thats why i always go back to bo1 easy for me to just have fun,1487864638809297000,1
276,nah map fucgjny crashed my pc nah fuck this shit,1487864122175901700,0
277, map my favorite map no map slander allowed or im coming to your house and beating you to death,1487815588135067600,1
278, thats okay but i ahte map bc whenever i wanna pack a punch it makesmme wanna die,1487815333222051800,0
279,current zombies must be dogshit if theyre romanticizing map,1487811135487328300,0
280,not a fan of this map revisionist history we all agreed that map was awful 10 years ago,1487811013995020300,0
281,played black ops 2 map today man all i can say is the game has aged perfectly imo an amazing map but it was just released at the wrong time,1487810385608687600,1
282,daily fact map best map no cap,1487747731762425900,1
283, map sucks ass though normal nuketown solos,1487814654160097300,0
284, bo1 great campaign great multiplayer fantastic zombies bo2 had a great campaign and multiplayer too but transit and map left a sour taste in my mouth,1487691084809474000,1
285, zombies in space lane e wow respect the map placement tho,1487606015273099300,1
286, you can only unlock map if you complete all side missions in this world again they could do anything rb zombies still has potential to evolve they just need to remain faithful to the franchise,1483625467085213700,2
287,i changed my mind last second turns out mobile wanted to download after all so i think im gonna give that a go on because im hype for the dark aether map and i need some prep before it drops 9thgaming showmesomelove ,1483808491693383700,2
288,map as a rebirth map would be cool it would need a bit of work but it would be super cool,1483323948301385700,1
289,yk for once im actually excited for der anfang the rb option for map is good but the core experience is seemingly going to get better tonight i think s1 start was a fluke and this is the true start to the redemption arc,1481003077721215000,2
290, map any other answer is factually incorrect,1487821552175530000,1
291, map is the best map ever created,1487603244289433600,1
292,map is easily the best map on black ops 1,1491328637177860000,1
293,the urge not to stream dbd and play classic cod zombies is killing me the cat walk in map hgmmmmm,1483152088595144700,2
294,opening so many neurological pathways in your brain can be depressing as the years go by its like playing the map map past like level 70,1483586231900545000,2
295, oh god i never thought anyone would have drawn the dragon from map it was a really cool map,1487923367307006000,1
296, map horrible,1491542986441867300,0
297, did anyone else enjoy map,1491501433329533000,1
298, i genuinely like map and dont see why everyone hates on it so much,1487874367073788000,1
299, i hated everything about map only slightly enjoyable part was running through the field to kino easter egg was ass map was fun at first but got boring after like 2 attempts,1484184257853493200,0
300,i was playing bo3 zombies and doing the map easter egg with my friends we were just about to do the boss fight and my roommates dog that he wanted to keep in my room turned off my pc she pulled the cord from the surge protector and i cant rejoin ruined my night,1479993705255747600,2
301, can understand its mostly love or hate on that map map is definitely in my top 3 aswell,1491488748793704400,1
302, they did tho introduced the ray gun mk 2 introduced iconic dlc maps the only thing really bad about it was map amp die reise and idk why thats the main thing people take away from bo2 zombies put shum reshpecc onnit boi,1483118637586260000,2
303, map and alcatraz are some of the best the series has ever offered,1491448976780202000,1
304,map is a masterpiece,1491316123580919800,1
305, i do the maps are most likely already finished and have high chances to drop in this cod the zombies is amazing aside from ees and bringing those maps back on cw zombie mechanics would make them the best theyve ever been map might not be a shit tier map anymore ,1451260221544874000,0
306,map is the worst zombies map,1451007013413077000,0
307, so based of looks this looks better than map gorod rev i havent said its better im going off looks,1491477989246357500,1
308, map i want it back it was more difficult than other maps and fun,1482523024016527400,1
309,map was map fun ass game tho we got to boss battle ,1491300649677750300,1
310, mob is top 3 maps of all time if it wasnt for it being a starter map no one would remember map,1451101622772326400,1
311, map top 1111111111111,1451284446439743500,1
312, a full map game could be made and it would work so well,1451263072891375600,1
313, map to me is really odd cause imo its not a good map but its a great experience if that makes sense,1451263014716457000,0
314, wish we got zombies maps to the level of map nowadays the amount of love and care in that map is astounding,1451230574643982300,1
315, map s tier niceee,1451178102961283000,1
316,real ones know map is the greatest,1451138572396945400,1
317, maybe not map xp its more enjoyable on coop than solo in solo a lot of running is needed and frankly not a lot to do to begin with xd maybe another time if i can find a spin on it,1483460949566759000,2
318, to be fair tho they also did map on bo4 zombies my whole point was iw got the idea from treyarch mob was one of my fav zombies maps so i kinda fanboy it from time to time,1491538800518049800,1
319, part of my rating is did i have good memories of playing this map and my buddies never played farm so i didnt really form any bond to it if i did it couldve moved up also upon review id put map at the top of d above verrkt and shanghaila for the same reason,1480393280210849800,2
320, ive been here since the very beginning in nacht and i think cold war is best rendition of zombies weve ever gotten but theyre right map is better than all of cw obviously,1451608427512348700,1
